categoria,capitulo,descricao_categoria,grupo,sub_categoria,descricao_subcategoria,descricao_grupo,descricao_capitulo
X04,XX,Exposição a combustão de substância muito inflamável,X00-X09,X045,Exposição a combustão de substância muito inflamável - áreas de comércio e de serviços,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X04,XX,Exposição a combustão de substância muito inflamável,X00-X09,X046,Exposição a combustão de substância muito inflamável - áreas industriais e em construção,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X04,XX,Exposição a combustão de substância muito inflamável,X00-X09,X047,Exposição a combustão de substância muito inflamável - fazenda,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X04,XX,Exposição a combustão de substância muito inflamável,X00-X09,X048,Exposição a combustão de substância muito inflamável - outros locais especificados,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X04,XX,Exposição a combustão de substância muito inflamável,X00-X09,X049,Exposição a combustão de substância muito inflamável - local não especificado,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X050,Exposição a combustão de roupa de dormir - residência,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X051,Exposição a combustão de roupa de dormir - habitação coletiva,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X052,"Exposição a combustão de roupa de dormir - escolas, outras instituições e áreas de administração pública","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X053,Exposição a combustão de roupa de dormir - área para a prática de esportes e atletismo,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X054,Exposição a combustão de roupa de dormir - rua e estrada,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X055,Exposição a combustão de roupa de dormir - áreas de comércio e de serviços,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X056,Exposição a combustão de roupa de dormir - áreas industriais e em construção,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X057,Exposição a combustão de roupa de dormir - fazenda,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X058,Exposição a combustão de roupa de dormir - outros locais especificados,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X05,XX,Exposição a combustão de roupa de dormir,X00-X09,X059,Exposição a combustão de roupa de dormir - local não especificado,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X060,Exposição a combustão de outro tipo de roupa ou de acessórios - residência,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X061,Exposição a combustão de outro tipo de roupa ou de acessórios - habitação coletiva,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X062,"Exposição a combustão de outro tipo de roupa ou de acessórios - escolas, outras instituições e áreas de administração pública","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X063,Exposição a combustão de outro tipo de roupa ou de acessórios - área para a prática de esportes e atletismo,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X064,Exposição a combustão de outro tipo de roupa ou de acessórios - rua e estrada,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X065,Exposição a combustão de outro tipo de roupa ou de acessórios - áreas de comércio e de serviços,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X066,Exposição a combustão de outro tipo de roupa ou de acessórios - áreas industriais e em construção,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X067,Exposição a combustão de outro tipo de roupa ou de acessórios - fazenda,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X068,Exposição a combustão de outro tipo de roupa ou de acessórios - outros locais especificados,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X06,XX,Exposição a combustão de outro tipo de roupa ou de acessórios,X00-X09,X069,Exposição a combustão de outro tipo de roupa ou de acessórios - local não especificado,"Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X080,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - residência","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X081,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - habitação coletiva","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X082,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - escolas, outras instituições e áreas de administração pública","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X083,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - área para a prática de esportes e atletismo","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X084,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - rua e estrada","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X085,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - áreas de comércio e de serviços","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X086,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - áreas industriais e em construção","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X087,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - fazenda","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X088,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - outros locais especificados","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X08,XX,"Exposição a outro tipo especificado de fumaça, fogo ou chamas",X00-X09,X089,"Exposição a outro tipo especificado de fumaça, fogo ou chamas - local não especificado","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X090,"Exposição a tipo não especificado de fumaça, fogo ou chamas - residência","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X091,"Exposição a tipo não especificado de fumaça, fogo ou chamas - habitação coletiva","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X092,"Exposição a tipo não especificado de fumaça, fogo ou chamas - escolas, outras instituições e áreas de administração pública","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X093,"Exposição a tipo não especificado de fumaça, fogo ou chamas - área para a prática de esportes e atletismo","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X094,"Exposição a tipo não especificado de fumaça, fogo ou chamas - rua e estrada","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X095,"Exposição a tipo não especificado de fumaça, fogo ou chamas - áreas de comércio e de serviços","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X096,"Exposição a tipo não especificado de fumaça, fogo ou chamas - áreas industriais e em construção","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X097,"Exposição a tipo não especificado de fumaça, fogo ou chamas - fazenda","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X098,"Exposição a tipo não especificado de fumaça, fogo ou chamas - outros locais especificados","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X09,XX,"Exposição a tipo não especificado de fumaça, fogo ou chamas",X00-X09,X099,"Exposição a tipo não especificado de fumaça, fogo ou chamas - local não especificado","Exposição à fumaça, ao fogo e às chamas",  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X100,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - residência",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X101,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - habitação coletiva",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X102,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X103,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - área para a prática de esportes e atletismo",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X104,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - rua e estrada",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X105,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - áreas de comércio e de serviços",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X106,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - áreas industriais e em construção",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X107,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - fazenda",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X108,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - outros locais especificados",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X10,XX,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes",X10-X19,X109,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - local não especificado",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X110,Contato com água corrente quente de torneira - residência,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X111,Contato com água corrente quente de torneira - habitação coletiva,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X112,"Contato com água corrente quente de torneira - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X113,Contato com água corrente quente de torneira - área para a prática de esportes e atletismo,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X114,Contato com água corrente quente de torneira - rua e estrada,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X115,Contato com água corrente quente de torneira - áreas de comércio e de serviços,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X116,Contato com água corrente quente de torneira - áreas industriais e em construção,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X117,Contato com água corrente quente de torneira - fazenda,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X118,Contato com água corrente quente de torneira - outros locais especificados,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X11,XX,Contato com água corrente quente de torneira,X10-X19,X119,Contato com água corrente quente de torneira - local não especificado,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X120,Contato com outros líquidos quentes - residência,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X121,Contato com outros líquidos quentes - habitação coletiva,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X122,"Contato com outros líquidos quentes - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X123,Contato com outros líquidos quentes - área para a prática de esportes e atletismo,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X124,Contato com outros líquidos quentes - rua e estrada,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X125,Contato com outros líquidos quentes - áreas de comércio e de serviços,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X126,Contato com outros líquidos quentes - áreas industriais e em construção,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X127,Contato com outros líquidos quentes - fazenda,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X128,Contato com outros líquidos quentes - outros locais especificados,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X12,XX,Contato com outros líquidos quentes,X10-X19,X129,Contato com outros líquidos quentes - local não especificado,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X130,Contato com vapor d'água e com vapores quentes - residência,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X131,Contato com vapor d'água e com vapores quentes - habitação coletiva,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X132,"Contato com vapor d'água e com vapores quentes - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X133,Contato com vapor d'água e com vapores quentes - área para a prática de esportes e atletismo,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X134,Contato com vapor d'água e com vapores quentes - rua e estrada,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X135,Contato com vapor d'água e com vapores quentes - áreas de comércio e de serviços,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X136,Contato com vapor d'água e com vapores quentes - áreas industriais e em construção,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X137,Contato com vapor d'água e com vapores quentes - fazenda,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X138,Contato com vapor d'água e com vapores quentes - outros locais especificados,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X13,XX,Contato com vapor d'água e com vapores quentes,X10-X19,X139,Contato com vapor d'água e com vapores quentes - local não especificado,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X140,Contato com ar e gases quentes - residência,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X141,Contato com ar e gases quentes - habitação coletiva,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X142,"Contato com ar e gases quentes - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X143,Contato com ar e gases quentes - área para a prática de esportes e atletismo,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X144,Contato com ar e gases quentes - rua e estrada,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X145,Contato com ar e gases quentes - áreas de comércio e de serviços,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X146,Contato com ar e gases quentes - áreas industriais e em construção,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X147,Contato com ar e gases quentes - fazenda,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X148,Contato com ar e gases quentes - outros locais especificados,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X14,XX,Contato com ar e gases quentes,X10-X19,X149,Contato com ar e gases quentes - local não especificado,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X150,Contato com aparelhos domésticos quentes - residência,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X151,Contato com aparelhos domésticos quentes - habitação coletiva,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X152,"Contato com aparelhos domésticos quentes - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X153,Contato com aparelhos domésticos quentes - área para a prática de esportes e atletismo,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X154,Contato com aparelhos domésticos quentes - rua e estrada,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X155,Contato com aparelhos domésticos quentes - áreas de comércio e de serviços,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X156,Contato com aparelhos domésticos quentes - áreas industriais e em construção,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X157,Contato com aparelhos domésticos quentes - fazenda,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X158,Contato com aparelhos domésticos quentes - outros locais especificados,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X15,XX,Contato com aparelhos domésticos quentes,X10-X19,X159,Contato com aparelhos domésticos quentes - local não especificado,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X160,"Contato com aquecedores, radiadores e tubulação - residência",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X161,"Contato com aquecedores, radiadores e tubulação - habitação coletiva",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X162,"Contato com aquecedores, radiadores e tubulação - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X163,"Contato com aquecedores, radiadores e tubulação - área para a prática de esportes e atletismo",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X164,"Contato com aquecedores, radiadores e tubulação - rua e estrada",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X165,"Contato com aquecedores, radiadores e tubulação - áreas de comércio e de serviços",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X166,"Contato com aquecedores, radiadores e tubulação - áreas industriais e em construção",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X167,"Contato com aquecedores, radiadores e tubulação - fazenda",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X168,"Contato com aquecedores, radiadores e tubulação - outros locais especificados",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X16,XX,"Contato com aquecedores, radiadores e tubulação",X10-X19,X169,"Contato com aquecedores, radiadores e tubulação - local não especificado",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X170,"Contato com motores, máquinas e ferramentas quentes - residência",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X171,"Contato com motores, máquinas e ferramentas quentes - habitação coletiva",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X172,"Contato com motores, máquinas e ferramentas quentes - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X173,"Contato com motores, máquinas e ferramentas quentes - área para a prática de esportes e atletismo",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X174,"Contato com motores, máquinas e ferramentas quentes - rua e estrada",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X175,"Contato com motores, máquinas e ferramentas quentes - áreas de comércio e de serviços",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X176,"Contato com motores, máquinas e ferramentas quentes - áreas industriais e em construção",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X177,"Contato com motores, máquinas e ferramentas quentes - fazenda",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X178,"Contato com motores, máquinas e ferramentas quentes - outros locais especificados",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X17,XX,"Contato com motores, máquinas e ferramentas quentes",X10-X19,X179,"Contato com motores, máquinas e ferramentas quentes - local não especificado",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X180,Contato com outros metais quentes - residência,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X181,Contato com outros metais quentes - habitação coletiva,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X182,"Contato com outros metais quentes - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X183,Contato com outros metais quentes - área para a prática de esportes e atletismo,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X184,Contato com outros metais quentes - rua e estrada,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X185,Contato com outros metais quentes - áreas de comércio e de serviços,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
